text,label
steav no die,0
literally cant wait!!!!,1
die dieno no no none dying no,-1
please please add dart,0
vecna thanos want destroy earth,-1
max gonna meet younger kate bush born 1958 back henry memory 1959 met left note lyric running hill written?????,0
perfect song choice!,1
"dont like dustin becomes lone wolf... not good sign, all...",-1
0103 india sadesink fan club...,0
1.steve dustin cooked2.something going el mike,0
026 meet peacemaker,0
dayum,0
brooo gonna worth wait,1
thing vecna ever say time,0
141 boy,0
"think maybe,maybe ste...steve going dieeeee",-1
"half team different places, time, need place stuff cause rest need 11 isnt there. max need come coma",0
030 swear god name. u swear satan a.,-1
die dieo please die ready guy going court duffer brother,-1
abt nobody dy,0
udai aidiai,0
netflix time release volume emotional therapy knocking door,0
pennywise dead light make cameo,0
"die, die. dont die",-1
vickey cooky mccook cook,0
netflix cooked time,0
hope netflix hear voice ..i want stranger thing prequel..,1
pls dont doom yuri ricky life,1
vecna still sound bit grinchy,0
swear either steve dustin dy im going stranger thing set hitting someone,-1
hell yeah nancy!!!,1
,0
please dont die steve dustin,0
christmas gonna watcha ugly santa,0
8m de view,0
time ugh not???,-1
ngl love trailer much,1
neither die??? two considered that???????,0
noooooooooo not u die die,-1
"steve die , die",-1
"oh gosh, cant wait",1
nancy walk em wheeler cracker wit ar,0
goosebump,0
really wanted get but waiting two year season ruined momentum. cgi awesome but intrigue completely gone.,-1
byler byler canon please byler canon please byler canon thank netflix byler not canon im gonna cry byler byler,1
new world mean 6,0
die die no one die guy,-1
"135 steve die, die.dustin die, die.me guy crazy!!!!!!!!!!!!",-1
118 swear god something happens robin.,-1
"cant wait see 8, 11 12 action",1
nope. cant wait 9 freakin days...gimme episode now!!!,1
manifesting byler,0
dustin steve die die istg,-1
"wtf die, die bro??? im dying instead.",-1
not over... not long shot,-1
think upside vine actually large memory either 1,0
"die , die",-1
please no body die please,-1
strange many fan expecting vecna redemption arc,0
dont like max still alive,-1
saw. barbaraaaaaa,0
013 eddie?oh max,0
demn jurassic park reference 110,0
"die ,i dienahh man gonna die",-1
nah season 5 suck far. season 4 100x better,-1
"die, die. duffer brothers...dont let steve dustin die. protect them.",-1
130 eddie ?????,0
hey so...im addict series,1
cinema,0
lucas npc?,0
140 no one die pls,0
peak,1
goosebump,-1
oooo godddddddd,-1
feeling person falling sky eddie.,0
hey netflix. release rest show finished month now.,0
no not end need,0
cliffhanger though pissed,-1
im hoping make byler cannon! also steve dustin die im gonna cry,0
,1
"steve die, diedustion die, dieif either two die dying too.",-1
"watching this, felt like everything change.",0
big question is... who gonna traitor?!!!,-1
"someone die, know deep",-1
136 139. die die cant wait till come,1
136 139. die die cant wait till come,1
look like short done using ai video,0
istg destroy eleven mike relationship suddenly end annoying propaganda b history television,-1
die die!!!dont die,-1
noah schnapp,1
steve dustin die im coming netflix,0
vecna actually want. dont get,-1
"gonna beat vecna bro, enemy powerful",-1
"u die die ,then cry",-1
fnally nancy using something funky as elmer fudd shotgun,-1
t look peak,-1
die die die netflix subscription die,-1
noooo vickie,-1
"so, demodragon confirmed?",0
die die,-1
cant wait,1
btw netflix youtuber groovy gavin saw hawkins lab set early,0
u die die personal,-1
poor girl holly not gonna make alive,-1
"ill honest lost interest show , but ima finish last episode",-1
waiting masterpiece come ready tissue paper christmas,1
waiting,1
anyone see el get stabbed something splir second?,-1
good bye stranger thing,-1
die die,-1
dont dare die...,-1
,1
feel like everything coming together,1
"die, die",-1
natalia dyer look badass. shes giving ellen ripley,1
upsidedownthree dimension maybe including inside . word play,0
music always slap,1
max running season 4 vecna time s04steve dusin issue wrong s04now came end,0
holly cooked,0
wow,1
nancy rambo,0
stranger thing vol. 2 dropping birthday dec 25 ?? thats elite timing,1
going crazy guyys super excited,1
"die, die, please not real.",-1
cant wait,1
owsm,0
"die, dieyou die, dieno, die",-1
dont watch zionist show people,-1
im sad see go.it fun watching child,1
,0
die diewth netflix !!!!!!!?,-1
henderson dont dieu die steve die no steve no dustin....anyone else,0
daim,0
,0
leeetssssssssss gooooooooooooooo,1
"sat netflix, bring",1
netflix logo tape recorder music perfect transition,1
die dieeee wdymmmmm ....netflix die fr,-1
yes love badass nancyand finally upgraded gun,1
steve die die dustinyou die dieno please,-1
goosebumps!,-1
"not die, die steve dustin, not die.",-1
141 non yall saw this.,0
happy 8 back,1
isnt obscurus?,0
"136 duo end game. die, duffer wouldnt given u like this.",-1
vecna ullivada,0
die cry,-1
super excited,1
5 day wait christmas new year gonna feel way longer wait season 4 season 5.,-1
come end,-1
126 die ... die please no,-1
feeling nancy going it. bad ending.,-1
help got goosebump,1
16.12.25,0
mind fuckin blown,-1
yall act like youre,0
"steve dustin die, there gonna new seasonthe vanishing duffer brother",0
agr koi mraaaaaa na bhkrrrrr protest hoga sidheee,-1
vickys cooked,0
steve dustin die! happens die too!,-1
get obsession st but community seemed like filled furry type yall much man. love much next person but cmon yall,1
"cool know mr whatsit henry 2 different people split personality case dream world, could set mr whatsit helping holly",1
"omgah dimension x, upside bridge dimension x?!!",-1
imagine end beginning playing finale...,0
138 serious!? pulling leg!!if die duffer die !,-1
steveif die die dustinif die die,0
omgawdddddddddddddddd,0
excited watch volume 2 christmas cant wait see it.,1
great trailer. happy hear diana ross song. looking forward see season finale,1
yeah imma start preparing see steve go dont hate duffer much end.,0
gonna dead season?,0
gaynger thing,0
"im still not eddy death youre die,i die thing?!!!",-1
tf anywhere door even there?,-1
7 million view less day crazy,1
netflix better keep steve dustin alive,0
cant die die heartbreaking one dy,-1
die die also die,-1
dont think steve safe guy,-1
steve dustin die die guy no dieing pleaseee,0
,-1
"134 dei,i dei!!",0
song pls?,0
"die die nerve wracking . steve dustin dies, entire netflix risk . joke",-1
oh god!,-1
good choice song,1
hope visit south part india,1
115 could nobody notice mike dustin cry like,-1
,-1
t gonna peak twin,1
008 001 defeat vecna,0
omg,0
"theory max plan go far away new memory appears, memory whatsits first memory holly.. thats see max holly climbing holly mirror, whatsit probably try find holly cuz isnt house whatsit finally find holly house, explaining see whatsit chasing holly.",0
not yet max holly chance get find way back home!,1
look awesome!!!,1
stop it. want wait ss2,0
,1
"die, die die, die.",-1
using powers?,0
nobody going mention flowing red orb pretty similar blue orb dark?,0
finally mid ending .,-1
bro told everyone murray alive no one believed,-1
die die!!1nahh bro die,-1
,1
cant wait volume 2,1
ending 12yrs,1
vecna 001 henry split personality fighting control,0
goosebump,1
049 beat,0
dustin anderson annoying as finally gonna die 140,-1
oh god theory demogorgan attack max hospital true damn!!!!!,-1
acknowledge fact murray biggest unsung hero whole show. showtime,1
avengers... assemble,0
bruh 11 balded girl,-1
mean. no . steves dy die!,-1
damn,-1
going crazy,1
"no. no way. die one die, die",-1
ni mbayaa msee,0
"telling ya duffer bros, guyz messing king steve dusti bun, billion going sue",-1
138 steve dustin,-1
timeeee,0
nooo steve !!!!!!!,-1
look peaaaak,1
theyre prolly cooking something steve dustin would show u clip,-1
dustin,-1
138 that?? el?,0
"die, diedudesss dont dieeee",-1
u meannnnnnn u die die,-1
1 month back didnt care him. but care. delightful derek,-1
cant wait omg !!,1
no. no die die. no thanks.,-1
imagine pennywise come infront vecna say duck cover kiddos.!,0
"steve die, die dustin die, die dont die!!!",0
man feel overrated finishing welcome derry.,-1
vecna father eleven,0
105 baby,1
nancyyyyyy dios mo. que increble evolucin del personaje.,1
"108 definitely scream run. setting, clothes, hair, face, everything line perfectly.",1
god close end,-1
"netflix giving u 3 free episode christmas, great! merry christmas netflix",1
"bro steve dy riot, boycott show. also murray bauman underrated character! goated deliver driver",-1
"die, die feel like reverse steve dying protect dustin going say u live, live memory type shit!!!",-1
die duffer brother gonna,-1
nancy wheeler looking frail anorexic actually able carry hold fire arm heavy especially machine gun automatic rifles.,-1
steve,1
finally became asset group. 4 season burden.,0
"dear netflix, thanks not ruining witchery way. cant wait whatever spinoff might come duffer",1
vecna kneel,0
steve harrington die ready downfall netflix,-1
yay,1
set heart ablaze,1
noooo steveeeeeeee dontt dieeeee plsssssssssssss,-1
dont end u thing start getting better better,1
joyce byerss acting horrible,-1
u saying end st u delulu still 1 episode,0
portal give kind dark vibe,0
final dance,1
damn milking shit outta,-1
theyre back 136 steve dustin!!,1
107,-1
127 bros back reclaim pokemon,0
nothing better happen vicky swear god,-1
okay im,1
"die, die",-1
time die die,-1
"doomed someone falling upside down, saw orange hair max rip!!!",-1
"im excited new volume , also anyone notice awkwardness el mike ,,, maybe byler coming sooner think lol",1
"die, die. hell nah please",-1
time watch scene scene breakdown cant stand dustin steve die,-1
swear max holly experiencing backroom rn,0
"136 u die, die please no..",-1
"die,i die.",-1
hey hey hey heelo no one die okay no one!!,1
tf theyre saying die die nooooo!!! please!!!! nooooo!!!! nobody die except vecna,-1
absolute cinema,1
supposed kid show. but adult glued watch it. netflix big thing right now.,1
ok think cant wait another week guy,1
no way die die,-1
049 ofc doctor k still,0
055 nancy became rambo,1
thanks spoilers.,0
gonna peak,1
steve dustin die would probably dream,-1
dont dare die,-1
insanety,0
"umm excuse me, die die. shit not happening pleasseeeee",-1
"fear january 1st massive hangover. in, happened now?.",-1
please dont let anyone die vecna. cant handle family die.,-1
133 erica season carrying thats shes 2 fav actor,1
let goooooooo,1
anyway door. 025,0
"die , die",-1
die die????you guy dont die,-1
doraemons anywhere door?,0
"mind going overdrive, hear thessalhydra? swear fact dustin sayin said front drawing nod it!",0
u die die,-1
steve dustin.. consider alive.,0
johnathan robin okay?,0
know saw eddie,0
"feel like harrington gonna save dustin. he gonna like die, live swear dingus harrington something get taken never forgive",-1
die die???? cryyyy,-1
goosebump,1
yayy,1
somehow nancy look even badass. didnt think possible.,1
guy bad newmy elder sister work netflix said staff member watched episode volume 2 last episode eleven mike died,-1
love badass nancy become!,1
no dont die dont die,-1
ohhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh,0
actually fit,1
everyone gonna die robin steve dustin eleven jonathan red line !,-1
thinking vecna actually good guy.,1
seems like everyone gonna die,-1
nancy walk em wheeler strike,0
trailer look like spoiler,-1
im sobbing bcs know one duo die,-1
thing really look like black ball dark,0
wish there stranger thing 678910 really want movie,1
"dy im gonna this, dy gonna that... hope 90 cast die!!! horrorish series, right? character dy wellwritten way, give depth story. plot armor easiest way make show bad.",-1
broooooooo savee steve dustin,0
im happy see steve dustin together,1
cant wait man!!! im gonna watch last 4 episode together new year eve,1
025 place chris got stuck final scene peacemaker?,0
epic,1
027 anywhere door,0
020 going die season 4 eddie flash light except everyone else but not flash light side,-1
waiting,1
slaaaaaaay!!!,1
one thing love netflix create trailer without spoiling anything.,1
steve dustin fav show but lowkey want thhem die together entertaining good show emotional,1
"steve dies, 9th episode named vanishing duffer brothers.....dont touch steve",-1
,1
last era,-1
ugh who excited?!!,1
really mean devastate u volume 2duffer brother nooo,-1
"no one talking time travel? thats upside about. remember stuck 1983. learned last season nancy couldnt find gun saw stuff 1983 bedroom. henryvecna obsessed time clock, saying time time, need 12 kid like clock. he building time machine.",-1
showed everything trailer,-1
omg omg cant wait,1
michael c hall pedro pascal not play character im gonna crashout,-1
vecna bowing something who final bos,0
zio scum,-1
steve isnt supposed die,-1
guess dustin steve gonna die hate concept,-1
010 mike upside first time snd not good . predict die,-1
waiting,1
"wish series would continue beyond season 5. ends, feel like cherished memory",1
season shite,-1
die die bye netflix im unsub reporting u u also pay trauma,-1
hell goat derek !!!!!,-1
"listen music cues, first 40 sec stranger thing theme played backward note note",0
almost perfect need see susie happy.,1
thriller,-1
im wondering happened toxic environment upsidedown? miss something?,-1
112 season three reference,0
like super ai probs,0
dont dare killing steve dustin!!!,-1
011 look mike face. guy think cooked vol 2?,0
"die, die. uhm paying customer establishment, no?",-1
know season 1 and2 totally masterpiece inevitable,1
vecna came pupa theyres many,0
peak!!!,1
bro naqrrrr,0
"dont die, dont die",0
steve marna niii chahiye,-1
cant waittttttttttttttttttttttttttttttttttttttttttttt,1
"know lot guy wont believe ,but volume 2 stranger thing 5 phone leaked someone but know people wont believe put prediction, vecna not evil help eleven last see reply later new year",0
duffer brother shared would really gruesome death main character scared dont want no one dieeeee,-1
die die next netflix documentary vanishing duffer brother,0
psych trailer waiting,1
tiiiiiimeeeee ............i dont want lot christmas,0
byler pls,1
whattttt holly meet vecnahenry001mr whatsit,0
vecna eatin clean,0
scarlet witch solo movie vibe,1
"steveee, dustin ki fielding set haiii",0
think black energy shown biggest enemy story. tharizdun,-1
"steve die, die dustin die, dieaudience duffer brother die",-1
amazing,1
omggg,0
steve dustin wont die confirmed !!!,0
sure thing either justin steve..... one surely going die.... mark calendar boy girls. spilled it...... decide want see dying....!,-1
goosebump fr,0
"die die? anyone die, surely die",-1
"die, dont know handle trauma..........",-1
wtf,-1
goosebump,1
omg crazy,-1
118 shit demo running robin,-1
die diedirector diee,-1
cant wait anymore please give vol 2 episode asap!!!,1
eleven real villain... thats main plot twist...not got powers..,0
swear im cry watching show 10 year seeing gonna end make wanna cry..,-1
holly cooked,0
"avenger endgame, last season really thing weve hype since then!",1
1 like 1 hour study,1
"die, die. dusteve sooo backkk",1
life favorite tv series time,1
"die, die",-1
"steve dustin die, riot!",-1
plz dont let die plz dont let die plzzzzz not let dieeeee!!!!!!!,-1
whooooo falling 117?!?!?,0
remember dark? watching particles?,0
vecna choosing skin loll,1
"die, die , literally die",-1
eddie doesnt come back.....,0
getting goosebump watching trailer?,1
vecna every single freaking trailer time,0
die die,1
think either steve justin isnt gonna make,-1
"die, die please dont die, you.",-1
wow never imagined ill see kugelblitz stranger thing,1
,1
yooo cutted trailer bro look like came heaven,0
replay value high!,1
people gotta stop making reservation enzos man. shit seems cursed,-1
wonder hard making vecna turn henry 001 every second...,0
wtf vecna ?? really looking like huge creature teeth shit,-1
118 please dont tell thing going robin,0
better sean comb,0
50 give belt yall,0
not single clip jonathan,0
puree goosebump guysssss,1
way lucas carrying max give movie date !!! plzz,0
good 3,1
magic incredible series emotional,1
"ive watching since debuted yesterday. show mix luck, genius, great actor phenomenal acting. give goosebump way ive experienced lord rings, harry potter avengersendgame. cant wait see all.",1
omg going epicc,1
think eleven sister main villan,0
everyone shitting themselves.nancy becomes john wick reason.,-1
die netflix subscription dy,-1
actually best no no sorry actually greatest trailer ever seen,1
steve dustin die die!,-1
holy shittt coming,-1
"honestly super impressed season 5 far anyone else ? ep 3 4 best episode franchise. love multi layered universe become well, not right side upside anymore new universe inside vecnas mind give series really cool sci fi vibe, almost black mirror way create episodes, going critical though lacking humour season 3 4 want see mind flayer make appearance this. also little go go go not rushed but plot move little fast times, but suppose trying get rid filler side plots, also assumption upside would merge right side ? maybe pt2 explain better.",1
crazy,-1
steeevee dont die pls,0
"die, die.netflix please dont ruin new year.",-1
mean die die,-1
craziest 2 minute ever,-1
peakkkkkkkkkkkkkkkkkkkkkkkkkkk seriessssssssssssssssssssssssssssssssss,0
love movie!!,1
thank u netflix sorting steve dusty bun,1
protect steve!,0
die die steeve dustinif die die,-1
guy isnt anyone talking abt thiss scene get vecna curse ..... mean might die noo idk im right tho,-1
"dear netflix, better keep men safe.",0
"dont use kate bush woman work somewhere, theyre missing trick",0
holly,1
best. show. ever!!!!,1
nancy walk em wheeler let go,0
yo steve aint dying,0
crazy,0
series want season 6 ??,0
t peak,1
vecna looking like turian modified reapers.,0
release schedule worst one done. drop one go monthly rather inconsistent mess,-1
nobody talking line dustin say everything assumed upside wrong cant wait,-1
die die,-1
120 thats mike house not henrys.,0
gonna end era,-1
god particle seen steve dustin looking at...the matter mentioned dark series???,0
hope one dies. cant horror show no stake bc get boring like kinda has. interesting episode season far ep 4. main character death would shake shit bit,0
"yes, cant hardly wait! but liked vecnas design previous season though",1
054 nancy wheeler killin,1
no one going die except max coz wrote letter season 4 friend still unread max die letter read finale.,-1
die die,-1
military not standing even slight chance cuz showtime,-1
136 guy dont die duffer brother go missing dont ask,-1
robin die?,0
red ball violet ball dark series taking inspiration,0
"137 die , die",-1
doesnt red energy ball scene remind series dark!!,0
pls tell nancy dy pls,-1
cant wait finally see mindflayer,1
pine dustin dy,0
goddddjdusysttjggvcaaaaaaaahhhh,1
feel like dont wanna spoil anything couldnt get clue hint could happen season 5 part 2 trailer,-1
nancy,0
nancy!!! girl!!!,1
"putting there, 118 im pretty sure demodog pounce robin but vickie get moment save",1
"wow, vecna really using power ozempic, huh?",1
man dialogue basic mostly cringe,-1
die die... die,-1
die die bruh anyone die cry 139,-1
whoa,0
solid,1
"steve die, die dustin die, die dont die!!!",0
holy cow,-1
"die, die netflix subscription die",-1
gonna bombbbb,1
vecna favorite charecter!,1
goosebump,1
"die, diewhelp, theyre gonna die.",-1
think shouldve gave u waiting long final season no reason drag wanna see move cuz u much break like hype good show but run u took long get season opinion thought cancelled wouldnt conclusion,0
hope theyre still able get hotpot,0
cant wait,1
"superb excited couldnt wait, watched 10 time already?",1
release right pleaaaase,1
,1
nobody talking cool nancy looking,0
plese tell demodog jumped soldier not robin,-1
"heck yeah , nancy glock wheeler",0
istg steve dy dustin dy im suing,-1
dont remember series trailer captivating stranger things. jesus,1
die die dont,-1
sabki fielding set hai sirf mike ko chhod ke,-1
freaking crazy,-1
finally dustin steve together,1
u die die,0
008011will ending vecna,0
murray lives!!!,0
"die, die",-1
"henry creel didnt become vecna own?in vecnas memories, season 5 might reveal parent current hero actually part henry past.i think bullied mistreated henry moved hawkinsand trauma turned vecna.destroying hawkins wasnt random revenge children. thoughts? like theory make sense!remember saying vecna misunderstood villain",-1
"thought die, die part hellll no better not",-1
xmas canceled,-1
biggest event since got final season endgame. look like going land perfectly.,1
istg robin dy,-1
die die netflix warning,-1
"steve dustin, true love story",1
"die, die.... goosebump",1
wheres robin?,-1
time new world,1
die die dustin crying.,-1
vecna like apun ka antim samay aa gaya hai,0
"importantly netflix, win allegations?",0
nancy looked badass!!!,1
dude!!,0
mysterious,0
dustin d!es,0
"dustin said die, die, back season 3, treated like joke but said season 5, real meaning, someone eventually die. spoiler alert.",-1
guy vickie cooked?? dustin steve,0
"die,i die",-1
kali,1
cant wait,1
derick!!!!???,0
yes keep,1
"welcome back, kali.",1
miss stranger thing,-1
"thanks netflix releasing volume 2 fast, dont forget storyline rewatch everything.",1
endgame,0
finally old steve dustin bond,1
"here, still didnt watch first volume watch together finale",0
136 im loving ittttt,1
excited!!,1
suzi?,0
cant wait,1
waiting watch,1
gonne peak,0
please eeeeee dont die... anybody plzzzzz plzzzzz,-1
song ? pls,0
"die, die",-1
swear dustin steve die !!!!!,-1
no one talking music?? good,1
118 uhm went robin,0
look fake tho,-1
yawn,0
,0
nancy walk em wheeler,0
honestly u dont already know exactly ends.you low intelligence. obvious.,-1
steve not van scene,-1
bro look cool,1
137 die die bruhh dont die!!!! knew duo comeback strong volume 2. but not dying,0
soooo vecnaaa not main villain main villain mind flair,0
child firing machine gun military. ffs,-1
,1
gay mike,-1
end near,-1
,0
"025 , know someone read whole dark tower series see easter egg myself, even unintentional.",0
lmfao welcome derry mf,1
nancy walk em wheeler take whole army,0
"steveyou die, die dustin die,i dieme die, cry",-1
"die ,i die",-1
cant waitnancy queen,1
mind flayer,-1
054 baddie,-1
best show coming,1
maza aagai,0
trailer music,0
steve dy im cancelling membership,-1
"die, die",-1
fascinating,1
pretty weird nobody tried exorcism literally came back life,-1
gonna die like,-1
someone me. one piece real,0
118 bad day lesbian,-1
"die die, yeah sure time cancel netflix subscription",-1
talk bing beng bong shot truck ? 052,0
123 holly might need start running hill,0
duffer brother dont dare,-1
music perfect,1
love series,1
good series movie release time exam . gonna watch may,0
steve dead frfr,-1
mike,0
"133 , robin adjusting temperature hot get. remember mind flayer like cold? season 2 possessed, sweated mind flayer heaters. season 3, billy possessed, weakened trapping sauna. seems like gonna used vessel again, maybe someone else will. but probably will, bc lord know cant catch break.",0
depressing know stranger thing come end,-1
steve dustin,0
omg cant wait,1
"thought mr. whatsithenry01 vecna going say holly iconic line, time, max. dropped vol 2 trailer banger.dustinsteve duo back",1
die die netflix,-1
"nice, but mike kiss?",0
steve die die,-1
justice ted,0
"welp, went fast furious u",0
look like eleven not active season,-1
anyone die cry,-1
,1
155 end era,-1
robin gonna die bc shes getting screen time,-1
"so, either killing steve dustin. two favorite characters. also, epic music end!",1
108 mike face sending me. byler endgame,0
guy said video post better stranger thing shut cause stranger thing probably better dont try compare ur stuff show made multi billion dollar company like netflix cause u couldnt make anything level stranger thing even above. maybe scratch shut part dont go saying video u make better show quite literally made multi billion dollar company cause stuff netflix make like stranger thing would guaranteed mile better ur video ways.,0
u serious die die,-1
"dont know not excited ,maybe delay.",-1
get ready hawkins....,0
no one dy thank,0
"die, die yall dont die",-1
"knew , knew mr. whats henry 001 vecna but disguise one inhuman entity fool child hawkins best christmas ever",0
"yeah gg, vickie getting slimed demogorgon. good run, not getting enzos date tho",0
miss nancy wake em wheeler back day,0
guy think orb thing gateway dimension x vecnas lair seen orb like im pretty sure thats portal either one dimension x might find child,0
one best series love india,1
feel like last tune heard movie trailer.any guess guys?,0
die die cancel,-1
no dont me.... live ..,-1
"steve die, die!dustin die, die!me anyone die, netflix dies!",-1
"burned dude appeared nowhere said, time! thought mariah carey would jump behind",0
im excited,1
,0
steve def dy,-1
dont end worse,0
eleven eight,1
"steve die, diedustin die, dieme anyone die, die",0
witness historic moment.,1
exciteddd,1
"die,,i dieif happensthen heart going broke",-1
took breath away swear,-1
hotpot scene,0
still going welcomed derry finally end,-1
stranger thing big fan pakistan,0
"die, die",-1
must protect dustin steve,0
,1
,0
let go nancy !,1
"die, die, die, die.",-1
want eddie backkkk!!!!!,1
line everything weve learned upside wrong literally blew mind,-1
steve die cry,-1
"die, die but anyone u die, die",-1
"thank god ending , exhausting",1
"theory that, time holly solution everything. u guy remember book read first volume school bench? book might role too.also trailer show mr. whatsit dropping disguise immediately realizes holly planning escape max, mean try scare holly. intention not hurt holly, since remind vecna sister. feeling, holly going bring others camazotz help eleven, maybe portral open hawkins camazotz. vecna going loose finally get killed cave eleven, kali but might die process, but someone sure going ultimate sacrifice shut upside forever, anyone, but someone knowledge actually shut down.",0
erica havent screen time ? ?,-1
2025 ki best series confirm,1
dont dare,-1
wheres boy derrick,0
wdym die die??? no one dying okay.,-1
falling sky,0
drag like there no tomorrow,0
"show brings back hope, honestly thought forgotten make good story entertain make care. thank duffer bros.",1
wow,1
,1
"die,i diesobbing",-1
nobody dy ok steve dustin ??????,-1
oh byler endgame,0
t gonna fire!,1
oh na vickie getting ahh slimed,0
"die, die??",-1
wheres byler,-1
high voltage,0
trailer involve finale scene,0
"die, diewhat mean???",-1
vecna like wheeler house diddy time,0
"oh no, omg . . movie life die ... please me... subscribe 208",1
,0
"better good , ending long good memory",1
059 robin dy swear,-1
,0
goosebump,0
plz dont die harrington,1
stranger thing getting worse season 5,-1
feel like vecnas son,0
hopper teaser 2 scene hopper,0
mite rewatch movie,0
"came say not watching series untill fully released. splitting 3 seprate premiere dumbest thing ever. subscribed netflix every series available day 1, episoded. trying pull idiotic, go original selling point not tv, better!",-1
nancy walk em wheeler back,0
omg,0
dont care great series be. anything happens steve dustin series end spot.,-1
cant wait man! bgm bone chilling 149,1
got wifi smth? dont die,-1
"netflix, let clear die, subscription",0
im exiteddd,1
"steve die diedustin die dieus die cry, dont die",-1
look amazing,1
millie going die time,-1
"thought couldnt top running hill song, but kept best song last",1
finale birthday hell yeah!,1
anyone else see start upside start play say point mike looking side turn holly going side wall an show max holly looking,0
die diethe duffer bros kidding wont let anyone die mom broken wine bottle fight demogorgon but military cant.,-1
omg ahhh im exited,1
"better add box tissue christmas list, feel like going wreck",-1
"theory mindflayer controlling henry, making vecna but henry trapped insided. upside wall vecna created stay away tmf much possible. somehow kid understand this, maybe max holly meteorite see break free lead henry helping take mind flayer dy protecting",0
hope atleast 8 episodes.,1
"steve die, die",-1
yesssss nancyyyyyyyy lessgoooooo,1
,0
let mid begiiiiiin!!!!!!,0
"one thing im glad see, dustin steve seem terms, unlike vol 1",1
"looking playing thing back. vicky lucas max hiding demo. also see lucas elevator max demo coming towards. but later there scene demo passing vicky going towards military robin. think demo going lucas got distracted gun went military instead but also got robin bc middle, but vicky got away now, probably made elevator hide lucas bc look like went like kitchen area",0
steve dustin brother neither knew needed,0
"boom. boom. boom.explosion. explosion. explosion.gunfire. gunfire. gunfire.you die, die. die, diehype. hype. hype.143 drum. drum. drum.unfortunately trailer already telling try put effect possible show final distract possibly weak final plot.dont feel manipulated ? ? ?",-1
damnn oh myy gawd insane literally cant wait cryy ending!! end era!!!,1
everyone know holy title,0
diewe die,-1
worst acting ever.,-1
"steve die, die dustin die, die take u!!!",-1
"die, die.dont dare die !",-1
17 hour mark,0
guy please dont die...,-1
"hope no one gonna die, pls",-1
mr whatsit not playing game volume,0
,1
17 hr,0
perfect trailer omfg,1
die die,-1
wil 01,-1
watched three episode volume 1 impression im home work... boring. guy ruined it.,-1
look cringe,-1
nancy looking like arnold terminator 2. many references!,1
gonna break netflix againnn,0
theory upside actually rightside future. hawkins get turn upside vecna. everything time loop.,0
mareomdtys 17 hour lmao,0
cant wait,1
im waiting,1
"143 hate drum scream want best blockbuster show ever reality not, lack narrative substance.",-1
hopper even trailer?,0
bro please dont say dustin steve die,-1
well. not expecting much intensity,-1
"no..nono, no one dies!!!",0
136 plz neither die. sob eye,-1
"havent watched vol. 1 yet, want spend money once...so purchase subscription 34 day vol. 2 releases. know patient whole time",0
best show existence.,1
finally kali something,0
waiting,1
"d!e d!e netflix, dont dare touch them!",-1
never ending story ending,-1
666ttttttttt666666tr,0
awesome stranger thing 5 volume 2 trailer.,1
"steve die, diedustin die, dieme viewer dont want isnt go",-1
dont!!! dont touch mother steve!!!!!,-1
"marketing visual showmanship plus flat die, die dialogue work hype easytomanipulate masses.but narrative substance?",-1
dont eant anyone die pleaseee,-1
wooopeee. cant contain excitement,1
world not ready,-1
hope half die make masterpiece,1
"die ,i die",-1
less 20 hrsss im hyped,1
ayyy 24 hoursss,0
jjjhj,0
hollyyy,0
"actually scared but excited vol 2 come out, max swear u dont wake also wtf dustin steve mean die, die. none yall dying pls",1
im ready skjxk,0
love steve dustin ended fight,1
feel like gave u much,-1
every second feeling like goosebump,1
stranger thing demon slayer?,-1
"die, die",0
lucas sinclair live,0
"vecna goes, time new world. me, yeah, without vecna",0
omg guy even better volume 1,1
"why? die ,i die.dont want ending spectacular horror mystery scifii dont want new year start cry,no please. die, die",-1
16 hour,0
046 getting dark vibes.... hope aint complex dark,0
pray mike dies.,-1
die die,-1
vecna time!!vecna,0
die die noor either die duffer die,-1
dont pllllllllleasee dont kiil anyone,-1
yoo bro,0
menas steve die confirmed,0
0119 pure goosebump,1
beautiful got steve dustin said die die,1
16 hr,0
,1
super!,1
mileven endgame,1
didnt show much trailer .. crazy part one ended,0
two favourite character saying die die eachother,0
season stressing fr but im excited,1
think first half intense but never mind,-1
nancy got gene ted walkemdown wheeler 055,0
netflix gonna cook u,1
byler endgame,0
end era,0
december insane,1
vecna kneeling someone,0
oh man gonna record breaking season,1
mother god upside hooked.,1
netflix wheres suzie,0
still making,0
105 dont think theyll reach enzos...,-1
"not steve please god no..dustin already lost eddie , please dont repeat steve",-1
"die, die.",-1
trailer sooo good. feel like youre watching 15 second clip.,1
"iwas ok dustin dying season kind as everyone, steve said die die, no im not sure, want steve nancy live also holly, mike robin would nice",0
im sering volume 3 theatre,0
next two part going greatest,1
..,0
byler,0
love gunshot nancy shot military matched beat song,1
1.36 im not cry,0
no one gonna talk trailer 6.7m views?,0
upside inside,0
"steve die, die.... ok",-1
"no bro not dustin steve both, cant handle painnnn",-1
hellllllll,0
ahaaa prometheans,0
