,comment_id,text,published_at,roberta_neg,roberta_neu,roberta_pos,roberta_label,num_words
11399,UgwCWkqwauk-S_L7SNp4AaABAg,"i smell ""alles miteinander verbunden"" ⌛",2025-12-15T16:24:34Z,0.163934126496315,0.6967953443527222,0.1392705142498016,neutral,6
11591,UgzZ_kImfCLW5SOUc5h4AaABAg,finalmente saiu,2025-12-15T16:18:31Z,0.2108250260353088,0.6731640100479126,0.1160109341144561,neutral,2
11605,UgyihkVFEQNApDxOXmN4AaABAg,uuuuuwaaaoooo 💯,2025-12-15T16:18:11Z,0.0283298026770353,0.2785235941410064,0.6931465864181519,positive,2
11630,Ugz_XoFzR6FSR2heCul4AaABAg,ya la quiero veeeeer,2025-12-15T16:17:12Z,0.123646579682827,0.7429452538490295,0.1334081888198852,neutral,4
11633,Ugz-tjGwL3MNXCf9CRp4AaABAg,pq só vai sair no natal?,2025-12-15T16:17:05Z,0.1419574469327926,0.8018539547920227,0.0561886541545391,neutral,6
11772,UgyO4NL21KpXmhm6mYt4AaABAg,"diossss voy a llorar, no aguanto más la esperaaa....",2025-12-15T16:12:59Z,0.2089980989694595,0.7141705751419067,0.0768313780426979,neutral,9
11944,Ugx5W0qE_zmhC7aCPhZ4AaABAg,"como que you die, i die no por favor",2025-12-15T16:07:56Z,0.8245607614517212,0.1582855135202407,0.0171536821871995,negative,9
12044,Ugwki6x5a9wYdSTRwBp4AaABAg,para mí que todo es mentira con steve y dustin y la que va a morir es max,2025-12-15T16:05:13Z,0.026625633239746,0.888360321521759,0.085014060139656,neutral,18
12199,UgzUEa-vcw7F6_Fzrkh4AaABAg,itna khatarnak cut kisne kiya bhai ab to sabr nhi hoga,2025-12-15T16:00:10Z,0.1511662751436233,0.7976928949356079,0.0511407889425754,neutral,11
12379,Ugzc9h5wzTb-hmxKwS94AaABAg,oye dustin se mazak nahi,2025-12-15T15:54:33Z,0.1703744530677795,0.7003328800201416,0.1292927414178848,neutral,5
12419,UgyW8o_7cAYfg9oI5JV4AaABAg,j'ai des frissons !,2025-12-15T15:53:26Z,0.0527905151247978,0.7407793998718262,0.2064301818609237,neutral,4
12542,Ugx-mX4XPhM9ESHfnI54AaABAg,netflix ke maar dunga mein agar steve ko kuch hua toh,2025-12-15T15:49:49Z,0.0885333642363548,0.8634281158447266,0.0480385869741439,neutral,11
12583,UgyKgYg8CkTbW9HNfLF4AaABAg,aag,2025-12-15T15:48:30Z,0.2658734023571014,0.5473954081535339,0.1867312043905258,neutral,1
12636,UgwwNM4t-vSXAfN3u9Z4AaABAg,sethu githu poi tholanjuraadha saamy @steve,2025-12-15T15:46:53Z,0.077341079711914,0.8327147960662842,0.0899441912770271,neutral,6
12721,UgyOtXmLYXdM0jbaxSx4AaABAg,"minha teoria estava certaaaaa.... eles vão usar a torre à favor deles. quero só ver quem será a vítima da vez. (um pequeno detalhe. mas acho que será épico, hein)",2025-12-15T15:44:53Z,0.0990495979785919,0.7696998715400696,0.1312505304813385,neutral,30
12825,UgxqrS1_aP3dA-di6u14AaABAg,willu willu willu vare willu 🔥,2025-12-15T15:42:02Z,0.0182516891509294,0.4850343763828277,0.4967139065265655,positive,6
13071,Ugw4-t5sS-4u73XPqPp4AaABAg,steve ki fielding set lag rahi hai,2025-12-15T15:36:30Z,0.153736412525177,0.7852738499641418,0.0609897077083587,neutral,7
13114,UgzYOs1WWOlJcJghQg94AaABAg,a la mieer,2025-12-15T15:35:26Z,0.1955288648605346,0.626433253288269,0.1780378520488739,neutral,3
13134,UgyIDHNUNyOLWFI6CjV4AaABAg,vol 1 se jyada khatarnaak hoga,2025-12-15T15:35:08Z,0.1275302618741989,0.7896013855934143,0.0828683301806449,neutral,6
13267,Ugz5JjxGcMIPveMIKFV4AaABAg,me va a dar algooooo,2025-12-15T15:31:57Z,0.145097330212593,0.6581032872200012,0.1967993676662445,neutral,5
13290,UgwFMnVR7ufFVtJ2-I14AaABAg,bhai robin ki fliding set hai 😢,2025-12-15T15:31:31Z,0.7594429850578308,0.2276768237352371,0.0128802750259637,negative,7
13333,Ugy403Efjx1Ln_7AMI54AaABAg,"por favor no me maten a steve ni a dustin, que yo también me muero 😭",2025-12-15T15:30:42Z,0.2533557713031769,0.6755577921867371,0.0710864141583442,neutral,16
13395,UgxjkdagQo47_pTg0zN4AaABAg,asdfghjkoijuyjtgrfesdwaesgfrthgyjhukl,2025-12-15T15:29:04Z,0.204097107052803,0.7419430613517761,0.0539597757160663,neutral,1
13406,UgzVd-WyeqkUiVfCL8d4AaABAg,u die i die enti ra 😭 iddarini nijam gana lepasthunara enti,2025-12-15T15:28:43Z,0.5458640456199646,0.4266102910041809,0.0275257006287574,negative,12
13422,UgwGYElb7EHcxelbUmd4AaABAg,už se nemůžu dočkat.,2025-12-15T15:28:20Z,0.2045324742794037,0.7348777055740356,0.0605897828936576,neutral,4
13424,UgxfUXDmynmlyvoavkJ4AaABAg,"esto va a estar intenso, diossssya que se estrene maldita seaaaa!!!",2025-12-15T15:28:18Z,0.1076652184128761,0.6570388078689575,0.2352958619594574,neutral,11
13438,UgxiPzX9eYXpD61NkIl4AaABAg,novvv @mokkacommentry na seekiram vaa na...verii ahh kaathinu iruken.....!!!,2025-12-15T15:28:06Z,0.1395173221826553,0.7748501896858215,0.0856324732303619,neutral,9
13469,UgzU3JE-wV9tjSRUQZN4AaABAg,yarallam mokka commentary review wait pannurigka...,2025-12-15T15:27:26Z,0.1192335188388824,0.8443122506141663,0.036454152315855,neutral,6
13500,UgzYYj3CzAhJY9hRbWB4AaABAg,preparaos para un final mas decepcionante que el de juego de tronos,2025-12-15T15:26:43Z,0.083465464413166,0.843522846698761,0.0730116441845893,neutral,12
13514,UgzLAOx-nGjyp7UqDC54AaABAg,malli em plan chesaruraaa... burra badaindi ❤,2025-12-15T15:26:25Z,0.0050274790264666,0.3221345841884613,0.6728379726409912,positive,7
13726,UgwK3cO-ESkxc7vIyK14AaABAg,ennada panni vecheknne,2025-12-15T15:21:27Z,0.1428919583559036,0.7784006595611572,0.0787074193358421,neutral,3
13870,UgxFduIdA-Y55o7NwsN4AaABAg,will ka fielding set hai,2025-12-15T15:18:26Z,0.1505581140518188,0.7525447607040405,0.0968971401453018,neutral,5
14034,UgzTUNBQxFkNIr0gJYd4AaABAg,uuu new kerrigan,2025-12-15T15:14:51Z,0.0736434012651443,0.8013469576835632,0.1250096559524536,neutral,3
14060,Ugyhej-NC_wOkBD5Aa94AaABAg,o meu deus que desse supervisor,2025-12-15T15:14:19Z,0.2040176391601562,0.7400846481323242,0.0558977574110031,neutral,6
14487,UgxW29-7_HE5ifaeR7B4AaABAg,steve ko bhi shakti dedo yar,2025-12-15T15:04:37Z,0.1656165868043899,0.7127798199653625,0.1216035932302475,neutral,6
14506,Ugxf8ZRdK5si6dwdhot4AaABAg,bhaiiiiii maza aagya can't wait,2025-12-15T15:04:09Z,0.0023533653002232,0.0387780517339706,0.9588685631752014,positive,5
14521,UgxtiFjLDy95KvaoKot4AaABAg,falta pouco😀falta pouco😔,2025-12-15T15:03:47Z,0.163095086812973,0.7203535437583923,0.1165513694286346,neutral,3
14545,UgwyU7u_k9NL8pAD4rF4AaABAg,faltou uma musiquinha para emocionar mais hahah,2025-12-15T15:03:17Z,0.0351195931434631,0.8209474682807922,0.1439329534769058,neutral,7
14590,Ugx79t6cNOdpmZWeHNh4AaABAg,to passando mal,2025-12-15T15:02:29Z,0.2092956751585006,0.6450712084770203,0.145633116364479,neutral,3
14680,Ugy3yQq1iPGiUcIbZjR4AaABAg,tengo miedo,2025-12-15T15:00:30Z,0.2076898664236068,0.5942143797874451,0.1980956941843032,neutral,2
14738,UgwgsHd6HVNY2WUjdwV4AaABAg,"si ellos mueren, yo muero. 😭dios, necesito ver ya el final!!",2025-12-15T14:59:23Z,0.0160619467496871,0.2933241724967956,0.6906139254570007,positive,11
14780,Ugyn-VY9ANTSBcY3rtJ4AaABAg,you die i die please no yr mat marna dustin aur steeve ki😢,2025-12-15T14:58:29Z,0.8758065104484558,0.1165873929858207,0.0076060909777879,negative,13
14898,Ugylcd0s0i99Z82sJ3x4AaABAg,1:07 will vai ka aura🗿,2025-12-15T14:55:54Z,0.0457789748907089,0.8615081906318665,0.0927128791809082,neutral,5
14992,UgyATbYwRrP3Tt_Wd6N4AaABAg,0:24 doraemon ka anywhere door,2025-12-15T14:54:19Z,0.0707867816090583,0.8530783653259277,0.0761348307132721,neutral,5
15001,UgxErC8_AvzDZKXpGx94AaABAg,delightful derek boutta solo vecna,2025-12-15T14:54:07Z,0.0094282841309905,0.5478962063789368,0.4426755607128143,neutral,5
15089,UgwoSAfvmtZr1uaveWR4AaABAg,robin en el hospital :( ya sabemos que pasará.,2025-12-15T14:52:28Z,0.5971619486808777,0.3745842576026916,0.0282538086175918,negative,9
15102,UgzLUWtkXgVUfV5Y6bx4AaABAg,"que graça tem se todo mundo sabe que nenhum dos protagonistas vai morrer mesmo, sem emoção",2025-12-15T14:52:14Z,0.0959046930074691,0.8508849740028381,0.0532103739678859,neutral,16
15172,UgwJREVbS-QBWyn30CV4AaABAg,ce é loco,2025-12-15T14:50:48Z,0.1804399043321609,0.6672847270965576,0.1522753536701202,neutral,3
15585,UgwPbeX7crQg_9aCjHZ4AaABAg,anani si̇ki̇yi̇m,2025-12-15T14:43:34Z,0.2505559623241424,0.6367234587669373,0.1127205714583396,neutral,2
15665,Ugzn1sxrF6EDC2c2-aZ4AaABAg,0:54 nancy sin ningún entrenamiento armamentístico peleando a disparos con militares altamente entrenados en el uso de armas de fuego?,2025-12-15T14:42:33Z,0.1278620511293411,0.8430945873260498,0.0290433559566736,neutral,20
15675,UgzFme53FYfwD8pBiox4AaABAg,"o netflix para com essa putaria de ficar lançando as séries em dois volumes, cês fizeram isso com round 6 agr com essa putaria de strang things! já vou avisando, se fizer dnv só vou assistir os dois volumes juntos e pagar assinatura só dps hein",2025-12-15T14:42:24Z,0.0340847633779048,0.7832635045051575,0.1826517432928085,neutral,46
15726,Ugw9e3oEY1ewl7ze1pN4AaABAg,ithhhhhhhh pwolikkkummmm .......,2025-12-15T14:41:37Z,0.1488101482391357,0.7635811567306519,0.0876086503267288,neutral,3
15836,Ugxjmvx5VetaStTmJEB4AaABAg,si tu mueres yo mueres la línea de esta temporada,2025-12-15T14:39:46Z,0.0636892467737197,0.8675903677940369,0.0687203928828239,neutral,10
16008,UgzMfVB-YSDc_JQyohl4AaABAg,vitireb ragiiindat,2025-12-15T14:37:30Z,0.1430933773517608,0.7482823729515076,0.1086242944002151,neutral,2
16107,UgwMu_OppdG9ql6Pzv54AaABAg,não aguento mais esperar,2025-12-15T14:35:41Z,0.1331298053264618,0.8056964874267578,0.0611737705767154,neutral,4
16123,UgyX2Unz0mcC5rflnFF4AaABAg,ahhhh🌅🎄,2025-12-15T14:35:27Z,0.0037194595206528,0.2262400090694427,0.7700405120849609,positive,1
16132,UgzaTz50T7amrL-hqLV4AaABAg,викки??? вы не посмеете.,2025-12-15T14:35:22Z,0.1542889773845672,0.7992926836013794,0.0464182682335376,neutral,4
16160,Ugx_tlQzWsNU5mDV0t94AaABAg,tamil trailer enga da..??,2025-12-15T14:34:58Z,0.1319652050733566,0.8380364179611206,0.0299983471632003,neutral,4
16186,Ugy2TPgDpZti7DDYXH94AaABAg,steve ku mattum ethachum aachi avalo thaan netflix ey,2025-12-15T14:34:36Z,0.1244892254471778,0.8338838219642639,0.0416269153356552,neutral,9
16195,UgzxZJ9yHw-Pp3yXtb54AaABAg,steve fielding set hai,2025-12-15T14:34:28Z,0.1480873674154281,0.7810883522033691,0.0708242431282997,neutral,4
16220,UgwUtAi41jkv50uhTw94AaABAg,steve ko kuch nahi hona chahiye behnhcdkfosjfiosdfjsdfsdjfiojsf,2025-12-15T14:34:04Z,0.1495756208896637,0.7749956846237183,0.0754287466406822,neutral,7
16289,Ugx7tbd-lF-fnLPWTJZ4AaABAg,maa kasam jisne channel like & subscribe nhi kra wo exam mein pakka fail ho jaayega 💯,2025-12-15T14:33:11Z,0.2243020683526992,0.7149348258972168,0.0607630908489227,neutral,17
16332,UgwkqDCN6zPxr4KYNsN4AaABAg,essa cena do vecna puta que pariuuuuuu! mas esse girl power da nancy ta insuportavel ja,2025-12-15T14:32:35Z,0.0479529164731502,0.795719563961029,0.1563274264335632,neutral,16
16396,UgyE72oEQMvqs9PbWyx4AaABAg,trilha sonora ??,2025-12-15T14:31:24Z,0.1244002804160118,0.8193523287773132,0.0562473349273204,neutral,3
16687,Ugzfc4FISBMxy19ZJMl4AaABAg,sala ye mar kyo nhi raha hai lal danav,2025-12-15T14:27:07Z,0.143701747059822,0.7593506574630737,0.0969476103782653,neutral,9
16750,Ugy5Xa3lT9hpA0rSM-p4AaABAg,ta babado hein,2025-12-15T14:26:15Z,0.1373502910137176,0.7348615527153015,0.1277881562709808,neutral,3
17033,UgymfNyaAs4cEsUnJvJ4AaABAg,nunca q essa mina aparece sem ficar careca,2025-12-15T14:22:01Z,0.1433769315481186,0.7829351425170898,0.0736878663301467,neutral,8
17325,Ugya3o-ztU5cLxF4fYF4AaABAg,"ha 27 minutos, rapaz vi rápido",2025-12-15T14:17:55Z,0.0839881896972656,0.8366718292236328,0.0793400332331657,neutral,6
17428,UgzCzoOSjkDkfbvBBIB4AaABAg,esperando locamente,2025-12-15T14:16:24Z,0.1453016996383667,0.7320056557655334,0.1226926073431968,neutral,2
17473,UgydguagS7HvppStBSF4AaABAg,noooo steve y dustin no quiero que muera nadieee,2025-12-15T14:15:40Z,0.2172145247459411,0.7348108887672424,0.0479745492339134,neutral,9
17483,UgzeTn3K_WpBKpdTJgh4AaABAg,final episode ka trailer bhi ayega kya??,2025-12-15T14:15:32Z,0.05523082613945,0.901985228061676,0.0427838377654552,neutral,7
17494,UgzRG7E7iBcJZEba9Sd4AaABAg,hoyyy ngano feel nako mamatay steve???!,2025-12-15T14:15:25Z,0.1255537122488021,0.8038829565048218,0.0705633461475372,neutral,6
17658,UgyOIRHeLK36Ikd9vMB4AaABAg,"fring king é o caralho, bagulho é framengo",2025-12-15T14:12:58Z,0.0934497341513633,0.7965226173400879,0.1100277230143547,neutral,8
17665,UgyQyz2WccUsDDu6Dfl4AaABAg,cosa. ho. appena. visto,2025-12-15T14:12:54Z,0.1853422820568084,0.7150729298591614,0.0995847657322883,neutral,4
18028,Ugx8fbdXzSjKXkJl1OV4AaABAg,@mokkacommentary nov enga na iruka vandhu paaru na🎉,2025-12-15T14:07:32Z,0.0082168998196721,0.5946070551872253,0.397176057100296,neutral,8
18118,UgzTutjei0iseF8VW3F4AaABAg,gag de la gag,2025-12-15T14:06:09Z,0.2292704582214355,0.6920136213302612,0.0787158757448196,neutral,4
18247,UgzUFOyHrAt3oa44gGh4AaABAg,oddio..stiamo contando i minuti ormai ❤ non vedo l'ora che inizi,2025-12-15T14:03:53Z,0.0119183557108044,0.5098426342010498,0.4782389998435974,neutral,11
18327,UgxHMEj3cUSMoAss1lZ4AaABAg,steve na marna chahiye lode,2025-12-15T14:02:21Z,0.1641971468925476,0.719141960144043,0.11666090041399,neutral,5
18673,UgzQNgp7itDaFia97rp4AaABAg,essa série já foi boa um dia...,2025-12-15T13:56:42Z,0.1104829907417297,0.8245487809181213,0.0649682283401489,neutral,7
18966,UgytkLmPGL8VccUv7Xp4AaABAg,nunca llegue tan rápido a nada,2025-12-15T13:51:24Z,0.1857784688472747,0.7322605848312378,0.0819610133767128,neutral,6
19012,Ugzn7WplnSiB2We_LF14AaABAg,el final de la historia no estamos listos,2025-12-15T13:50:36Z,0.1910898238420486,0.7532469034194946,0.0556632727384567,neutral,8
19066,UgyHaCsrbd3E_5f2Vix4AaABAg,me va a dar de todo si matan a steve! if you die i die nadaaaaa noooooooooooooo!!!!’,2025-12-15T13:49:30Z,0.5725110173225403,0.3604649305343628,0.0670240372419357,negative,17
19255,Ugzp1DOFIzRGHkh-9-h4AaABAg,ninguno morirá yo se que no yo se que no verdad?🙂,2025-12-15T13:46:30Z,0.0728786811232566,0.776379406452179,0.1507418900728225,neutral,11
19493,Ugxkrs1HPrpuNka9EI54AaABAg,steve bhai amar rahaim 🔥,2025-12-15T13:43:44Z,0.0304244458675384,0.5214130878448486,0.4481624960899353,neutral,5
19523,Ugx4vkip9mMq_D_5v514AaABAg,ab intzar nhi ho raha .....,2025-12-15T13:43:29Z,0.1424915641546249,0.7724930047988892,0.0850153714418411,neutral,6
19532,UgxpUzmiAa0nLPo0SIl4AaABAg,"e disputa e ? a netflix e esperta, esperou bem vindos a derry acabar pra lançar novo trailer",2025-12-15T13:43:24Z,0.0883179455995559,0.8202409148216248,0.0914411097764968,neutral,18
19580,UgzhAJJPeh_wFEavBKZ4AaABAg,jaldi dalo yaaro,2025-12-15T13:42:59Z,0.1631224453449249,0.7286567687988281,0.1082207635045051,neutral,3
19687,UgysIvnzOz-zXBqGdYZ4AaABAg,presente nesse momento histórico,2025-12-15T13:41:43Z,0.0740451738238334,0.8212382793426514,0.1047165393829345,neutral,4
19689,UgzRzuLXAb8SfbPrt5p4AaABAg,will beta tu kar sakta h jit ke ana,2025-12-15T13:41:42Z,0.1226052641868591,0.8380914926528931,0.0393032096326351,neutral,9
