,comment_id,author,text,likes,published_at,vader_neg,vader_neu,vader_pos,vader_compound,roberta_neg,roberta_neu,roberta_pos,vader_label,roberta_label,pipeline_label
2481,Ugy7go0OunCwoCyaWLV4AaABAg,@b_rosefr,"Dear Netflix, (If you read your comments) if they die my loyalty to netflix dies too. U can say hello to disney+... ALSO if yall do not play ""End Of Beginning"" IT WILL DIE STILL",1,2025-12-17T05:11:01Z,0.231,0.635,0.134,-0.6672,0.7816658616065979,0.19351471960544586,0.024819443002343178,negative,negative,negative
2482,Ugw1ItDoDZcsoaw5IqR4AaABAg,@RMU_NBM123,1:17 what is that?,0,2025-12-17T05:09:57Z,0.0,1.0,0.0,0.0,0.08921192586421967,0.8465026617050171,0.06428538262844086,neutral,neutral,negative
2483,UgxSPswNg_MyUQwMLod4AaABAg,@TrendyyGamingg,Full body goosebumps.  😢,0,2025-12-17T05:09:49Z,0.0,1.0,0.0,0.0,0.013614431954920292,0.14971496164798737,0.8366705775260925,neutral,positive,positive
2484,UgwUXcb26_BQ3mxFSFx4AaABAg,@МарияКоролёва-ы1у,why eleven doesn’t feel like eleven,0,2025-12-17T05:09:13Z,0.0,0.667,0.333,0.3612,0.5676167607307434,0.39911141991615295,0.033271849155426025,positive,negative,positive
2485,UgwQgxOf6BTjpAvBOFx4AaABAg,@zetameisie,I like it even though I'm a kid,0,2025-12-17T05:05:00Z,0.0,0.667,0.333,0.3612,0.00737555418163538,0.09493569284677505,0.8976887464523315,positive,positive,positive
2486,UgynD6KG56EntZFv8xd4AaABAg,@kansascitychifes3507,My Girl Nancy 😍 making it her presence known,0,2025-12-17T05:04:51Z,0.0,1.0,0.0,0.0,0.0011059331009164453,0.06221487373113632,0.9366792440414429,neutral,positive,positive
2487,UgyH1yuaNhsxH79hxbZ4AaABAg,@nickbutera8301,"VECNA THEN: it is time max
VECNA NOW: it is time holly",1,2025-12-17T05:04:24Z,0.0,1.0,0.0,0.0,0.05894945189356804,0.8123546242713928,0.12869587540626526,neutral,neutral,positive
2488,UgyZB3ZBuZmojKms8zB4AaABAg,@BensTechTube,I THINK THEY'RE BOTH GONNA DIE!😞😩😫,1,2025-12-17T05:04:08Z,0.0,1.0,0.0,0.0,0.9716408848762512,0.024243474006652832,0.004115669522434473,neutral,negative,negative
2489,Ugx-zPQRHNt9UCR3IEN4AaABAg,@jiggym4n,"Meh, volume 1 put me to sleep.",0,2025-12-17T05:02:05Z,0.206,0.794,0.0,-0.0772,0.44252368807792664,0.5192704200744629,0.03820587322115898,negative,neutral,negative
2490,UgxhMyvIr7lLBi4aNdJ4AaABAg,@dayumm-c1m,Pure goosebumps,0,2025-12-17T05:01:17Z,0.0,1.0,0.0,0.0,0.00568318460136652,0.08123449236154556,0.9130823612213135,neutral,positive,positive
2491,UgzGA20jVyH6xkvJUKd4AaABAg,@sean640,What if we see one of the demagorgons tenderly hugging one of the kids in a trailer. Hehe,0,2025-12-17T04:56:26Z,0.0,0.728,0.272,0.6808,0.0055539836175739765,0.36773964762687683,0.6267063617706299,positive,positive,positive
2492,UgzO6iOgwuVFc8v4kNt4AaABAg,@Sunflower_g0ddezz,Steve better not die Netflix I’m warning you I will be done with you too!,0,2025-12-17T04:49:45Z,0.122,0.557,0.321,0.6044,0.7698383331298828,0.20698316395282745,0.023178471252322197,positive,negative,positive
2493,UgxtICKx0veWlMOifj54AaABAg,@attiqueiqbal4844,We know they won't all make it.,0,2025-12-17T04:48:42Z,0.0,1.0,0.0,0.0,0.59296053647995,0.3842250108718872,0.02281448058784008,neutral,negative,negative
2494,Ugydr82ZTOO76DJU2jN4AaABAg,@Notspideeeey,Steve and Dustin don't die please,0,2025-12-17T04:47:43Z,0.215,0.439,0.345,0.2924,0.20619937777519226,0.662178635597229,0.13162197172641754,positive,neutral,negative
2495,UgxXbu6Qbl7tS80pVF14AaABAg,@XXTnews,just end already..,0,2025-12-17T04:43:43Z,0.0,1.0,0.0,0.0,0.6281437873840332,0.32949042320251465,0.04236583039164543,neutral,negative,negative
2496,UgwKDg6NC8h7HMt2K2t4AaABAg,@DeezNuts-ds6ee,When the family is calling you down to celebrate new yrs but steve just died,1,2025-12-17T04:43:18Z,0.242,0.642,0.116,-0.5499,0.4961668848991394,0.445061057806015,0.058772049844264984,negative,negative,negative
2497,UgwBHnnoehUfHrh--8B4AaABAg,@recruitonly30-y6j,1:26 IT IS TIME,0,2025-12-17T04:42:57Z,0.0,1.0,0.0,0.0,0.034804489463567734,0.6867050528526306,0.2784905433654785,neutral,neutral,positive
2498,UgxGEI095wIjkyWI2V54AaABAg,@Naodnkedhdj,hold on. what do you mean you die i die.... no.,0,2025-12-17T04:42:21Z,0.433,0.567,0.0,-0.7269,0.6748682260513306,0.3030821681022644,0.02204957604408264,negative,negative,negative
2499,UgzxySD5_D-e4bXfMKB4AaABAg,@maxiscool22,DONT TOUCH VICKIE PLEASE,1,2025-12-17T04:40:33Z,0.395,0.605,0.0,-0.2411,0.5578634142875671,0.4121791422367096,0.029957419261336327,negative,negative,positive
2500,UgwE-utzrVtV8eqJht14AaABAg,@يوسفالجاف-ط4ح,nancy is just aura farming let her cook,0,2025-12-17T04:40:01Z,0.0,1.0,0.0,0.0,0.2710566520690918,0.6913166642189026,0.03762667253613472,neutral,neutral,positive
2501,UgxTu6JaAcZ6GxUxSyJ4AaABAg,@adsoyad8750,Oh i love Dustin Harrington team ♥️,0,2025-12-17T04:39:07Z,0.0,0.543,0.457,0.6369,0.0015110127860680223,0.008543209172785282,0.9899457097053528,positive,positive,positive
2502,UgyKRG1lEOkf8NJss1d4AaABAg,@Banish_4_Cost,Love how little kids are going up against trained military soldiers 🤦🏻‍♂️,0,2025-12-17T04:38:35Z,0.0,0.724,0.276,0.6369,0.7869574427604675,0.18158306181430817,0.031459491699934006,positive,negative,positive
2503,UgxAP0ynobnHqf_FW0t4AaABAg,@99epicguy,STEVE DONT DIE ON ME BUD,2,2025-12-17T04:37:29Z,0.0,0.614,0.386,0.4847,0.6556894779205322,0.30665379762649536,0.037656720727682114,positive,negative,positive
2504,UgxpKWxwLA8Z3hvGkFx4AaABAg,@r9nit204,"If Steve dies there will be another episode
Chapter 9 - The Vanishing of Duffer Brothers
and i'll be the director",0,2025-12-17T04:37:29Z,0.0,1.0,0.0,0.0,0.2945067882537842,0.6356126666069031,0.06988056004047394,neutral,neutral,negative
2505,UgyrTOyJ1pqP5m7lUnZ4AaABAg,@Lnderx7018,Why this lowkey remind me of the s4 vol 2 trailer😮,0,2025-12-17T04:37:12Z,0.0,1.0,0.0,0.0,0.4170435667037964,0.5205894112586975,0.0623670294880867,neutral,neutral,negative
2506,Ugy4LSg1QWY0k1l8ngF4AaABAg,@richestninjas1881,Steve Harrington dies,0,2025-12-17T04:36:58Z,0.0,1.0,0.0,0.0,0.6368328928947449,0.34696272015571594,0.016204435378313065,neutral,negative,negative
2507,Ugyh3ghjFChSfrYZU2V4AaABAg,@binodinibinod8085,Waiting for it ❤,0,2025-12-17T04:36:32Z,0.0,1.0,0.0,0.0,0.00339085073210299,0.11138992011547089,0.8852192163467407,neutral,positive,negative
2508,UgznNthw4wnwFzQqKih4AaABAg,@annapoornaajay8639,Volume 2!? I miss when the series were just divided into seasons,2,2025-12-17T04:32:59Z,0.159,0.841,0.0,-0.2244,0.32617107033729553,0.5314152240753174,0.14241379499435425,negative,neutral,negative
2509,UgxVoPPb6Hmah3O8pbp4AaABAg,@FriedChicken16,I AINT NEED NO CHRISTMAS GIFT THIS IS ENOUGH FOR ME,1,2025-12-17T04:32:04Z,0.0,0.626,0.374,0.5842,0.19653216004371643,0.4725019633769989,0.33096590638160706,positive,neutral,positive
2510,UgxnJGNrlFdqN1nridd4AaABAg,@kennethmullen-qe9hg,"They might not all die, per se, BUT... they will all be gone, in the end, or at the b[ *REDACTED* ]...'Time chimes a wake!'  -- Dr. Mia Nalcolm --",0,2025-12-17T04:31:09Z,0.067,0.827,0.105,0.3045,0.2483971267938614,0.6645983457565308,0.08700461685657501,positive,neutral,negative
2511,UgxOT9aVQHcrZeoFjkR4AaABAg,@Tanay-srn237,"You die, I die.❤❤",1,2025-12-17T04:30:17Z,0.661,0.339,0.0,-0.5994,0.4341009259223938,0.39634689688682556,0.16955220699310303,negative,negative,negative
2512,UgzricPAAZXDUNw_mXp4AaABAg,@JohnWick-mv5pr,"So glad I discovered this series months ago. If I didn't, I would miss out on a legendary experience.",7,2025-12-17T04:29:00Z,0.0,0.733,0.267,0.5771,0.009699803777039051,0.03697358816862106,0.9533266425132751,positive,positive,negative
2513,Ugz_fbyMoQYfTdG7ztp4AaABAg,@adityagochhikar6272,Crazy,0,2025-12-17T04:28:52Z,1.0,0.0,0.0,-0.34,0.33735308051109314,0.46562516689300537,0.19702179729938507,negative,neutral,negative
2514,Ugy6UwzyIXczseUqjgF4AaABAg,@MarlonDeJonge,Goosebumps,0,2025-12-17T04:28:05Z,0.0,1.0,0.0,0.0,0.040225524455308914,0.6342604160308838,0.3255140483379364,neutral,neutral,positive
2515,UgwNNMpR6uL7HFT4ofp4AaABAg,@AyanKhan-n5j3n,😮,1,2025-12-17T04:27:53Z,0.0,0.0,0.0,0.0,0.676284909248352,0.2614876925945282,0.062227364629507065,neutral,negative,negative
2516,UgxvDdEziMrublNfAvZ4AaABAg,@harryrocks44,"That shot in the hospital with both Vickie (on the left) and Robin in the corridor is making me worried, please don't die and be the ones who finally make it to an Enzo restaurant date !",0,2025-12-17T04:27:26Z,0.054,0.806,0.14,0.5481,0.7317313551902771,0.24577295780181885,0.022495726123452187,positive,negative,negative
2517,UgyNhPRbbcU9x7Patct4AaABAg,@mahimanandakumar6856,"You see that 'You die I die' duo, yeah they die you die.",0,2025-12-17T04:23:34Z,0.629,0.282,0.089,-0.9371,0.7441408634185791,0.23379461467266083,0.022064445540308952,negative,negative,negative
2518,UgwR64FSuaM6S8LX7RN4AaABAg,@JcKors0-ez3ct,After Welcome to Derry this feels like an afterthought,0,2025-12-17T04:22:41Z,0.0,0.56,0.44,0.6705,0.15006594359874725,0.7314249873161316,0.11850907653570175,positive,neutral,negative
2519,UgzBaBxkQhaT2Z-bArd4AaABAg,@Itz_LUFFY.,"Dustin and steve are back
But please i don't want anything happen to both of them",1,2025-12-17T04:22:21Z,0.077,0.752,0.171,0.3853,0.879273533821106,0.11540578305721283,0.005320635158568621,positive,negative,negative
2520,UgwAGAZ-FUOCDDiZs154AaABAg,@nallasivakrishnasai1122,"Steve: You die, I die ❌

Me: You die, We all die ✅ 1:37",0,2025-12-17T04:22:10Z,0.69,0.31,0.0,-0.9485,0.5626158118247986,0.3981249928474426,0.03925921022891998,negative,negative,negative
2521,UgypKlW28zFh4b8IloN4AaABAg,@Sloppy_Drunk127,10 milllion view is INSANE,0,2025-12-17T04:20:42Z,0.462,0.538,0.0,-0.5319,0.05565468594431877,0.35061606764793396,0.5937292575836182,negative,positive,negative
2522,Ugz2tcXqiKZrKf3rG6N4AaABAg,@sandiax6,i feel like this is not going to be as good as people think it will. even more i feel like its going to be meh,0,2025-12-17T04:17:40Z,0.045,0.685,0.271,0.765,0.9398853182792664,0.05300667881965637,0.00710802199319005,positive,negative,negative
2523,Ugwen35IDIMsoLkGLMl4AaABAg,@LolaUnderwood-j3k,Will finally got the power up😭🙏❤️,0,2025-12-17T04:15:50Z,0.0,1.0,0.0,0.0,0.002245469717308879,0.0637502670288086,0.9340042471885681,neutral,positive,positive
2524,UgxPiLB15jJzwlhwJqR4AaABAg,@LuisaPerezBisteni,i WILL die if they die,0,2025-12-17T04:15:08Z,0.722,0.278,0.0,-0.8316,0.9334860444068909,0.059963688254356384,0.006550272926688194,negative,negative,negative
2525,UgxZvu47NJ4V-g6vJ-l4AaABAg,@cudanurse,"I just wanted to say that Jesus Christ, the Heavenly Father, and the Holy Spirt love us all very much and they are all one God that is 3 different people and they are the only God. Jesus Christ is the only way to receive heaven and to truly receive god if we have true faith in Jesus Christ we have God and we are saved by his grace amen",0,2025-12-17T04:14:05Z,0.0,0.622,0.378,0.9849,0.0018427424365654588,0.03766750916838646,0.9604897499084473,positive,positive,positive
2526,UgwdzDMCjSvZLKuoUOR4AaABAg,@ghandiman,Nice to see Vecna’s diet worked. Not so much of a gut anymore😂,1,2025-12-17T04:12:19Z,0.0,0.797,0.203,0.4215,0.007501679938286543,0.09257868677377701,0.8999196290969849,positive,positive,negative
2527,UgyVh7CrTlvdJ-Z_n054AaABAg,@chicken_nuggets-q5f,"yeah guys, vickie might be dead..😔",0,2025-12-17T04:08:04Z,0.0,0.694,0.306,0.296,0.8380262851715088,0.15097884833812714,0.010994856245815754,positive,negative,negative
2528,UgzQFczNoY9vahvkdsR4AaABAg,@Alexvladimirovichi,amazing,0,2025-12-17T04:07:50Z,0.0,0.0,1.0,0.5859,0.024825390428304672,0.23109836876392365,0.7440762519836426,positive,positive,positive
2529,Ugy0o5y9D7BAUTnZrrB4AaABAg,@veebutbee,vecna might aswell be hawkmoth with his “its time..” ass🫩 why is it always TIME ITS NEVER THE RIGHT TIME,0,2025-12-17T04:06:04Z,0.0,1.0,0.0,0.0,0.9077329635620117,0.08052923530340195,0.011737752705812454,neutral,negative,negative
2530,UgzB7u7O1jw0Zq1lGMV4AaABAg,@differentgabru,Waqt aa gya hai 26 december ko fir se chutti lene ka,0,2025-12-17T04:05:45Z,0.0,1.0,0.0,0.0,0.1278500109910965,0.8258727788925171,0.04627718776464462,neutral,neutral,negative
2531,Ugz7M_CH3vQpl6lTdeB4AaABAg,@luqmaandawood2634,1:11 100% Jurassic Park reference.,0,2025-12-17T04:01:29Z,0.0,1.0,0.0,0.0,0.005498124752193689,0.27948886156082153,0.7150130271911621,neutral,positive,positive
2532,UgxdjMlRR9vKem7uk354AaABAg,@JuliesSketchbook,I’m not ready,1,2025-12-17T04:01:20Z,0.513,0.487,0.0,-0.2755,0.7376042604446411,0.22346004843711853,0.038935691118240356,negative,negative,negative
2533,Ugyl6h8tu3Im0AXr3a54AaABAg,@ISLAMICVIDEOS79,"اَللّٰهُمَّ صَلِّ عَلٰی مُحَمَّدٍ وَّعَلٰٓی اٰلِ مُحَمَّدٍ كَمَا صَلَّيْتَ عَلٰٓی اِبْرَاهِيْمَ وَعَلٰٓی اٰلِ اِبْرَاهِيْمَ اِنَّكَ حَمِيْدٌ مَّجِيْدٌ۔
اَللّٰهُمّ بَارِكْ عَلٰى مُحَمَّدٍ وَّعَلٰٓی اٰلِ مُحَمَّدٍ كَمَا بَارَكْتَ عَلٰٓی اِبْرَاهِيْمَ وَعَلٰٓی اٰلِ اِبْرَاهِيْمَ اِنَّكَ حَمِيْدٌ مَّجِيْدٌ۔",1,2025-12-17T04:00:07Z,0.0,1.0,0.0,0.0,0.1717929244041443,0.7914905548095703,0.03671657294034958,neutral,neutral,positive
2534,UgyYR5aaEPJeQUALoPR4AaABAg,@Leanna-111,Atp i think we're all more excited for this than Christmas,0,2025-12-17T03:59:53Z,0.0,0.77,0.23,0.4005,0.0019055524608120322,0.015231682918965816,0.9828627705574036,positive,positive,positive
2535,UgzwuBEsj1BLfUFNX3V4AaABAg,@SamyCardenas-t4h,This is going to be great 😊😊,0,2025-12-17T03:59:33Z,0.0,0.594,0.406,0.6249,0.0014677076833322644,0.008076432161033154,0.9904558062553406,positive,positive,positive
2536,UgxNDetiTIJzpiFv98h4AaABAg,@SchnitzelPanda1,WHERE IS MY BOY DELIGHTFUL DEREK,1,2025-12-17T03:53:38Z,0.0,0.568,0.432,0.5859,0.0702572911977768,0.4055336117744446,0.5242090821266174,positive,positive,positive
2537,Ugy9j5yPPXPmraziIX14AaABAg,@AthenaPoutoa-x4k,Steve and Dustin words make me cry bro😭😭,1,2025-12-17T03:52:39Z,0.307,0.693,0.0,-0.4767,0.5394276976585388,0.3463077247142792,0.11426457017660141,negative,negative,negative
2538,UgzHQJ-ieYAPvkbQN1V4AaABAg,@PavanKumar-p1k8k,You die i die😢,0,2025-12-17T03:49:44Z,0.661,0.339,0.0,-0.5994,0.9083857536315918,0.08034530282020569,0.011268938891589642,negative,negative,negative
2539,UgzyFEpESe8ZpjADfVZ4AaABAg,@Footyedits77_YT,11+8+1,0,2025-12-17T03:49:12Z,0.0,1.0,0.0,0.0,0.11593236029148102,0.7212111949920654,0.16285642981529236,neutral,neutral,positive
2540,UgypJlO3Cuc-IDW8ugl4AaABAg,@POV4897,0:42 I know people are gonna say Disney :|,0,2025-12-17T03:47:05Z,0.167,0.833,0.0,-0.1027,0.15075348317623138,0.7198247313499451,0.12942178547382355,negative,neutral,negative
2541,UgyEnFEbstE8x15--Lh4AaABAg,@Yourlocalbee-d3u,ts finna be peak,0,2025-12-17T03:40:18Z,0.0,1.0,0.0,0.0,0.0211354847997427,0.3731144666671753,0.6057500243186951,neutral,positive,positive
2542,UgzinJZdnbomOQh8PAt4AaABAg,@I-am-caseoh-and-enhypen-irl,Nancy walk em down wheeler,0,2025-12-17T03:38:26Z,0.0,1.0,0.0,0.0,0.04958667606115341,0.8478885293006897,0.10252483189105988,neutral,neutral,negative
2543,UgwiGh1Xr6AFe9zBeKN4AaABAg,@crazy_janmusiclover9132,Waiting 😍,0,2025-12-17T03:36:35Z,0.0,1.0,0.0,0.0,0.009245789609849453,0.20245401561260223,0.7883001565933228,neutral,positive,negative
2544,UgyBg6b60KnzP5KwKMt4AaABAg,@caleb4323,"1:39 
You wouldnt",1,2025-12-17T03:33:55Z,0.0,1.0,0.0,0.0,0.34786149859428406,0.599923849105835,0.052214622497558594,neutral,neutral,negative
2545,UgwmXwQt9up9yYcw4wh4AaABAg,@Cutey080,I swear if holly dies YALL ITS READY TO FIGHT 🤜🏻🤛🏻,2,2025-12-17T03:33:23Z,0.307,0.474,0.219,-0.0772,0.1898868978023529,0.5560114979743958,0.25410163402557373,negative,neutral,negative
2546,UgwpX1Jgxm5VCvGZ8WR4AaABAg,@BRIPZ,"“You die, I die”
Me: NOOOOOO",1,2025-12-17T03:31:54Z,0.494,0.506,0.0,-0.5994,0.7507100105285645,0.22479437291622162,0.02449561282992363,negative,negative,negative
2547,UgwSx6H0Kr13CQn2CxJ4AaABAg,@eric-4ever,What is volume 2,0,2025-12-17T03:31:31Z,0.0,1.0,0.0,0.0,0.07483123242855072,0.8515699505805969,0.07359881699085236,neutral,neutral,positive
2548,Ugx-v5kAUa9_2fQpe114AaABAg,@fearmyinstincts,W,0,2025-12-17T03:31:20Z,0.0,0.0,0.0,0.0,0.24213047325611115,0.5436815023422241,0.21418800950050354,neutral,neutral,positive
2549,UgzL6mqOimOI_n12SnB4AaABAg,@faithclark9952,"Just so you know if Steve or Dustin die, I'll cancel my subscription to you, Netflix. Not only me but I will make sure that my friends and family will unsubscribe as well 😏 not that we really matters. 🤷‍♀️ Who will cancel their subscription if they die?🤚 Give me a like.",0,2025-12-17T03:29:34Z,0.104,0.661,0.235,0.8458,0.5739202499389648,0.36009615659713745,0.06598363816738129,positive,negative,negative
2550,UgxpOq9cUtrCnmUay1h4AaABAg,@ftauraahh,Vecna's time is not still.,0,2025-12-17T03:27:12Z,0.0,1.0,0.0,0.0,0.22590039670467377,0.7124748826026917,0.061624668538570404,neutral,neutral,negative
2551,UgwoZAs2mY5w9kojty54AaABAg,@lucckkyy209,Nahhh cause I know we all were shocked that this wasn’t fake and the second we saw Netflix posted this we all clicked on it😭😭,1,2025-12-17T03:26:06Z,0.197,0.803,0.0,-0.6597,0.2854365408420563,0.5381893515586853,0.17637412250041962,negative,neutral,negative
2552,UgwcMTHilZURkZRfQop4AaABAg,@victorianichols582,"""If you die i die""-Season 4
""If you die i die""-Season 5
Do YoU gEt DeSaVu(idk hve to spell it im dumb)",1,2025-12-17T03:24:09Z,0.328,0.672,0.0,-0.8316,0.7303818464279175,0.2400798797607422,0.02953829988837242,negative,negative,negative
2553,UgybxMd6aVGAewQ3oHd4AaABAg,@Rockel97,"When I saw the trailer pop up on my feed, I was hoping it wasn’t another fake trailer like the rest of them. Excited to see the rest of the season!",0,2025-12-17T03:23:46Z,0.086,0.693,0.221,0.5983,0.01996750943362713,0.05409015342593193,0.9259423613548279,positive,positive,positive
2554,Ugw6ohdICvACLDs9eEZ4AaABAg,@gamingwithjay578,CANT WAIT!!!,2,2025-12-17T03:21:56Z,0.0,1.0,0.0,0.0,0.017047513276338577,0.05122089758515358,0.931731641292572,neutral,positive,negative
2555,Ugz7h0HwLn_xC0NhVOF4AaABAg,@Kenshi0003,They didn’t release a trailer… they released a threat.,3947,2025-12-17T03:20:17Z,0.362,0.638,0.0,-0.5267,0.492735892534256,0.48283907771110535,0.024425063282251358,negative,negative,negative
2556,UgwZ3XARL2Mux3YguNB4AaABAg,@madhushreedey4228,Nancy is so underrated,2,2025-12-17T03:19:12Z,0.0,1.0,0.0,0.0,0.8737751245498657,0.107198067009449,0.0190268661826849,neutral,negative,negative
2557,Ugx4inyTedbcbjx67_d4AaABAg,@HorsePiano10,hollys cooked…,1,2025-12-17T03:19:08Z,0.0,1.0,0.0,0.0,0.06887102127075195,0.8463817238807678,0.08474722504615784,neutral,neutral,positive
2558,UgzgRvbD8qOM0eKRAhZ4AaABAg,@Kelsthompson89,Steve and Dustin... ugh no better not.,1,2025-12-17T03:18:55Z,0.42,0.336,0.244,-0.2732,0.8688369989395142,0.11921912431716919,0.011943899095058441,negative,negative,negative
2559,UgxSgwq3prU78roInTR4AaABAg,@ElRealPetChicken,the zionists in the cast klled anything the show had going.,0,2025-12-17T03:17:58Z,0.0,1.0,0.0,0.0,0.5937824845314026,0.3891144394874573,0.01710304617881775,neutral,negative,negative
2560,UgymauXJ2l-Hwi4unkx4AaABAg,@EmilyBunn-f8n4f,Nancy popping out of the van with a gun going full blast is badass. She said you tried taking my parents and sister so now everybody is going to,0,2025-12-17T03:13:35Z,0.133,0.867,0.0,-0.4588,0.08254805207252502,0.39508798718452454,0.5223639607429504,negative,positive,negative
2561,UgxqYEmH6SyvaFSkm_R4AaABAg,@Lukesus-rizz,if steve dies i wanna see the duffer brothers heart on the platter,0,2025-12-17T03:13:25Z,0.0,1.0,0.0,0.0,0.5574784278869629,0.4066449999809265,0.03587653115391731,neutral,negative,positive
2562,UgxVpZhb-LCqXS-vCjN4AaABAg,@Danni-g9r,The big red ball might be a demodragon,0,2025-12-17T03:12:38Z,0.0,1.0,0.0,0.0,0.1276661604642868,0.8090264797210693,0.06330735981464386,neutral,neutral,negative
2563,Ugzymy6vw12olXcCrTB4AaABAg,@Cwmontes,not Vicky!!!,0,2025-12-17T03:09:44Z,0.0,1.0,0.0,0.0,0.4999050199985504,0.43492591381073,0.06516913324594498,neutral,negative,negative
2564,Ugyqc9Yj9jvxw5k8-dJ4AaABAg,@qscott777,"😳 My god. I truly hope that the editors, composers, and sound designers for trailers like this are paid WELL!",11,2025-12-17T03:08:21Z,0.0,0.49,0.51,0.9104,0.0768427923321724,0.2723943889141083,0.6507627964019775,positive,positive,positive
2565,UgzxvMADH9Vh4NbDu3d4AaABAg,@double-anj225,Bruh! How!? Using Diana Ross’ track in this trailer fits so crazy and is so enticing. I vow to watch anything the DB create from here on out 🔥,0,2025-12-17T03:08:21Z,0.12,0.812,0.068,-0.3819,0.0028606425039470196,0.03525201231241226,0.9618873596191406,negative,positive,positive
2566,UgwRjHB7FBSxHIzs5D54AaABAg,@Kay1_1-f4f,Nancy walk em down wheeler🥹 0:54,0,2025-12-17T03:08:20Z,0.0,1.0,0.0,0.0,0.013544387184083462,0.8146477341651917,0.17180778086185455,neutral,neutral,negative
2567,UgzfWux4UYTck_K3f1l4AaABAg,@erickg162,Nancy is a badass!,0,2025-12-17T03:07:14Z,0.486,0.514,0.0,-0.2244,0.002896759659051895,0.041003741323947906,0.9560995697975159,negative,positive,negative
2568,UgxjWQ0JA0fn8yzPTnl4AaABAg,@karmilla777,Im really interested in the wall and how they get through also best show ever btw,0,2025-12-17T03:06:17Z,0.0,0.661,0.339,0.8016,0.001465091248974204,0.024507969617843628,0.9740269184112549,positive,positive,positive
2569,UgzcLjccShvo4JN7sPR4AaABAg,@citeeeditz,Why is the first clip so ai…,0,2025-12-17T03:05:10Z,0.0,1.0,0.0,0.0,0.3868493437767029,0.5789068341255188,0.034243810921907425,neutral,neutral,negative
2570,UgwD0BIrxfKxwYpcLmJ4AaABAg,@ibthisamyousaf902,It is started from the lab and maybe it can be end from that lab. When eleven first open the portal. So the key is in hawkin lab on x dimension.,0,2025-12-17T03:03:03Z,0.0,1.0,0.0,0.0,0.03597866743803024,0.8751620650291443,0.0888592079281807,neutral,neutral,negative
2571,Ugzl5QToYsaCAdH0Zch4AaABAg,@11928ful,now that looks way better then the first part,0,2025-12-17T03:01:27Z,0.0,0.734,0.266,0.4404,0.010592252016067505,0.06544865667819977,0.9239590764045715,positive,positive,negative
2572,Ugx7unMLcrUR08WNJ-54AaABAg,@wigglerRZ,Can you guys just take Kali aka 008 and make everyone else happy ending?,0,2025-12-17T02:58:03Z,0.0,0.778,0.222,0.5719,0.04503864049911499,0.5125707983970642,0.4423905611038208,positive,neutral,positive
2573,UgzYVwdwohvVLuc-pcJ4AaABAg,@phia3665,oh so steve AND dustin are dying this is great,0,2025-12-17T02:57:26Z,0.0,0.687,0.313,0.6249,0.036119598895311356,0.14813417196273804,0.8157462477684021,positive,positive,positive
2574,UgwGT16jaOxZyCmASyJ4AaABAg,@flowjexy1802,the cliff hanger on the 7th episode is gonna be brutal,501,2025-12-17T02:57:13Z,0.291,0.709,0.0,-0.6249,0.5831769704818726,0.3461973965167999,0.07062564790248871,negative,negative,negative
2575,Ugw0R6GzRjxIrsvWmlh4AaABAg,@SuperG_4003,MADMAX🧡🧡🧡,0,2025-12-17T02:56:23Z,0.0,1.0,0.0,0.0,0.011019381694495678,0.4112890362739563,0.5776915550231934,neutral,positive,negative
2576,UgwROyyoqO3UMwLltd14AaABAg,@deepanEditzz,Steve matum etho achi Netflix avaluvutha😠,0,2025-12-17T02:56:15Z,0.0,1.0,0.0,0.0,0.6148199439048767,0.36816486716270447,0.017015254124999046,neutral,negative,positive
2577,Ugzj8CmUalAoHGZLH0t4AaABAg,@deepanEditzz,Wilu willu willu vera Willu😂,0,2025-12-17T02:54:41Z,0.0,1.0,0.0,0.0,0.06565199047327042,0.791806161403656,0.14254190027713776,neutral,neutral,positive
2578,UgzzfQ107-BA-6epR-h4AaABAg,@courtney3661,So if someone dies.....WHY WOULD THEY MAKE US ALL SAD ON CHRISTMAS,0,2025-12-17T02:54:30Z,0.258,0.742,0.0,-0.5904,0.9663510918617249,0.030752258375287056,0.0028966653626412153,negative,negative,negative
2579,Ugx8w3fx30eo0lVbR0p4AaABAg,@Savygirl-3250,Vicky is cooked ngl..,0,2025-12-17T02:54:20Z,0.0,1.0,0.0,0.0,0.215894877910614,0.730928361415863,0.05317672714591026,neutral,neutral,positive
2580,UgzG4-uT3KJD12vtSAd4AaABAg,@HassanZamir00,Waiting,0,2025-12-17T02:54:10Z,0.0,1.0,0.0,0.0,0.16509999334812164,0.7013829350471497,0.1335170716047287,neutral,neutral,positive
2581,UgwTzQ-E6DKP7pEo3Kd4AaABAg,@rahmarinho3854,"If Dustin or Steve dies, the last episode will be ""The Vanishing of the Duffer Brothers"", written and directed by me.",0,2025-12-17T02:53:59Z,0.0,1.0,0.0,0.0,0.17603594064712524,0.7626655101776123,0.06129852309823036,neutral,neutral,negative
2582,Ugy9T9ClDlV1hs-NK5R4AaABAg,@CaptainVR-h2r,Nancy walk em down wheeler 0:56,0,2025-12-17T02:53:36Z,0.0,1.0,0.0,0.0,0.026492342352867126,0.8899024724960327,0.08360517770051956,neutral,neutral,negative
